timestamp,source_file,input_json,reference_file,context_file,plan_file,island_name,method,uses_retrieval_context,uses_agent2_plan,context_artifact_role,agent2_plan_artifact_role,writing_status,fluency_score,structure_score,organization_score,writing_score,writing_rationale,writing_error,informativeness_status,rouge_l,meteor,informativeness_error,concept_status,concept_coverage_score,concept_accuracy_score,concept_relevance_score,concept_organization_score,concept_score,missing_key_concepts,inaccurate_or_unsupported_concepts,concept_rationale,concept_error,verifiability_status,citation_recall,citation_precision,citation_rate,num_sentences,num_cited_sentences,num_citation_links,num_supported_citation_links,verifiability_error,cscs_status,cscs,cscs_edges,cscs_checked_facts,cscs_error,diagnostics_error,generated_section_count,generated_empty_section_count,generated_error_section_count,generated_sentence_count,citation_marker_count,valid_citation_marker_count,invalid_citation_marker_count,sections_with_invalid_citations,citation_index_validity,context_status,context_section_count,context_total_chunks,context_empty_chunk_section_count,context_empty_chunk_sections,context_chunk_coverage,context_avg_chunks_per_section,plan_status,plan_node_count,plan_edge_count,plan_graph_density,plan_avg_dependencies,plan_max_dependencies,plan_source_node_count,plan_source_nodes,plan_missing_summary_count,plan_missing_summaries,plan_order_violation_count,plan_output_alignment_status,planned_section_coverage,matched_planned_sections,missing_planned_sections,extra_generated_sections,eval_file
2026-05-05T00:34:54,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jethou_20260504_152647.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jethou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jethou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jethou_plan.json,Jethou,method1,True,False,used_by_generation,available_for_alignment_only,success,4.0,4.0,4.0,4.0,"The prose is clear and readable with minor awkward phrasing, and the article has sensible Wikipedia-style sections and mostly logical flow, though it lacks a distinct lead and is somewhat brief in development.",,success,28.5714,32.8768,,success,3.0,3.0,5.0,4.0,3.75,,,,,success,0.0,0.0,1.0,5,5,32,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,4,0,0,5,32,15,17,4,0.4688,success,4,21,0,,1.0,5.25,success,4,6,1.0,1.5,3,1,History,0,,0,success,0.5,History; Wildlife,Governance; Jethou in popular culture,Recent times; Politics,Jethou_eval.csv
2026-05-05T00:35:14,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jethou_20260504_152647.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jethou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jethou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jethou_plan.json,Jethou,method2,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,4.0,3.67,"The prose is mostly clear and natural, with logical flow, but the article lacks a lead section and has a somewhat uneven structure dominated by history.",,success,20.1074,33.9004,,success,3.0,3.0,5.0,3.0,3.5,,,,,success,0.0,0.0,1.0,5,5,42,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,4,0,0,5,42,37,5,2,0.881,success,4,21,0,,1.0,5.25,success,4,6,1.0,1.5,3,1,History,0,,0,success,1.0,History; Governance; Wildlife; Jethou in popular culture,,,Jethou_eval.csv
2026-05-05T00:36:08,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jethou_20260504_152647.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jethou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jethou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jethou_plan.json,Jethou,method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly natural with logical chronological flow, but the article lacks a lead and some expected island-related sections, making the structure somewhat incomplete.",,success,19.2429,34.3136,,success,3.0,2.0,4.0,3.0,3.0,,,,,success,0.0,0.0,1.0,6,6,35,0,,success,0.4286,6.0,11.0,,,4,0,0,6,35,35,0,0,1.0,success,4,21,0,,1.0,5.25,success,4,6,1.0,1.5,3,1,History,0,,0,success,1.0,History; Governance; Wildlife; Jethou in popular culture,,,Jethou_eval.csv
2026-05-05T00:37:33,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Kavachi_20260504_150840.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Kavachi.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Kavachi_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Kavachi_plan.json,Kavachi,method0,False,False,available_but_not_used_by_generation,available_for_alignment_only,success,5.0,4.0,4.0,4.33,"The prose is clear and polished, with appropriate topical sections, though the lack of a lead and some repeated points about intermittent emergence and hazardous activity keep the structure and organization from being excellent.",,success,13.5678,29.2138,,success,3.0,3.0,4.0,4.0,3.5,,,,,success,0.0,0.0,0.0,44,0,0,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,6,0,0,44,0,0,0,0,,success,3,21,0,,1.0,7.0,success,3,3,1.0,1.0,2,1,Geography,0,,0,success,0.3333,Geography,Eruptions; Marine life,Geology; Ecology; Climate; History; Significance,Kavachi_eval.csv
2026-05-05T00:37:52,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Kavachi_20260504_150840.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Kavachi.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Kavachi_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Kavachi_plan.json,Kavachi,method1,True,False,used_by_generation,available_for_alignment_only,success,4.0,4.0,4.0,4.0,"The prose is clear and natural with appropriate sections and logical flow, though it lacks a lead section and has minor overlap between activity and eruption history.",,success,16.5975,30.9593,,success,3.0,4.0,4.0,4.0,3.75,,,,,success,0.1667,0.0385,1.0,6,6,26,1,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,6,0,0,6,26,15,11,6,0.5769,success,3,21,0,,1.0,7.0,success,3,3,1.0,1.0,2,1,Geography,0,,0,success,0.6667,Geography; Eruptions,Marine life,Volcanic activity; Marine environment; Research and monitoring; Conservation,Kavachi_eval.csv
2026-05-05T00:38:36,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Kavachi_20260504_150840.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Kavachi.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Kavachi_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Kavachi_plan.json,Kavachi,method2,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,3.0,3.33,"The prose is clear and readable, but the article lacks a lead section and has some repetition and uneven chronological flow across sections.",,success,15.0685,35.7214,,success,4.0,4.0,5.0,4.0,4.25,,,,,success,0.0,0.0,1.0,3,3,49,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,3,0,0,3,49,45,4,1,0.9184,success,3,21,0,,1.0,7.0,success,3,3,1.0,1.0,2,1,Geography,0,,0,success,1.0,Geography; Eruptions; Marine life,,,Kavachi_eval.csv
2026-05-05T00:39:35,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Kavachi_20260504_150840.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Kavachi.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Kavachi_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Kavachi_plan.json,Kavachi,method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is clear and readable, but the article lacks a lead section and repeats eruption and marine-life details across sections, making the structure and flow somewhat uneven.",,success,15.2466,33.5624,,success,3.0,4.0,5.0,4.0,4.0,,,,,success,0.0,0.0,0.6667,6,4,33,0,,success,0.6268,3.0,5.0,,,3,0,0,6,33,29,4,1,0.8788,success,3,21,0,,1.0,7.0,success,3,3,1.0,1.0,2,1,Geography,0,,0,success,1.0,Geography; Eruptions; Marine life,,,Kavachi_eval.csv
2026-05-05T00:40:43,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Nishinoshima_(Ogasawara)_20260503_211513.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Nishinoshima_(Ogasawara).txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Nishinoshima_(Ogasawara)_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Nishinoshima (Ogasawara)_plan.json,Nishinoshima (Ogasawara),method0,False,False,available_but_not_used_by_generation,available_for_alignment_only,success,5.0,4.0,4.0,4.33,"The prose is clear and polished with appropriate sections, though the lack of a lead and some repetition of volcanic-growth themes make the structure and flow slightly less than excellent.",,success,11.9104,11.5013,,success,3.0,3.0,4.0,4.0,3.5,,,,,success,0.0,0.0,0.0,44,0,0,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,7,0,0,44,0,0,0,0,,success,3,20,0,,1.0,6.6667,success,3,1,0.3333,0.3333,1,2,Etymology; Geology,0,,0,success,1.0,Etymology; Geology; Ecology,,Geography; Climate; History; Protected status; Significance,Nishinoshima_Ogasawara_eval.csv
2026-05-05T00:41:05,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Nishinoshima_(Ogasawara)_20260503_211513.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Nishinoshima_(Ogasawara).txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Nishinoshima_(Ogasawara)_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Nishinoshima (Ogasawara)_plan.json,Nishinoshima (Ogasawara),method1,True,False,used_by_generation,available_for_alignment_only,success,4.0,4.0,4.0,4.0,"The article is mostly clear and readable with appropriate sections and logical flow, though it lacks a lead and the geology section is dense and somewhat technical.",,success,9.6392,8.2331,,success,3.0,3.0,4.0,4.0,3.5,,,,,success,0.25,0.2857,1.0,4,4,28,8,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,4,0,0,4,28,17,11,4,0.6071,success,3,20,0,,1.0,6.6667,success,3,1,0.3333,0.3333,1,2,Etymology; Geology,0,,0,success,1.0,Etymology; Geology; Ecology,,Geography; Volcanic activity,Nishinoshima_Ogasawara_eval.csv
2026-05-05T00:41:33,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Nishinoshima_(Ogasawara)_20260503_211513.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Nishinoshima_(Ogasawara).txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Nishinoshima_(Ogasawara)_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Nishinoshima (Ogasawara)_plan.json,Nishinoshima (Ogasawara),method2,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly natural, with logical flow within sections, but the article lacks a lead and has a somewhat narrow section structure for a full Wikipedia-style entry.",,success,11.6484,11.1358,,success,3.0,3.0,5.0,4.0,3.75,,,,,success,0.25,0.0976,0.9375,16,15,41,4,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,3,0,0,16,41,38,3,1,0.9268,success,3,20,0,,1.0,6.6667,success,3,1,0.3333,0.3333,1,2,Etymology; Geology,0,,0,success,1.0,Etymology; Geology; Ecology,,,Nishinoshima_Ogasawara_eval.csv
2026-05-05T00:42:14,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Nishinoshima_(Ogasawara)_20260503_211513.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Nishinoshima_(Ogasawara).txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Nishinoshima_(Ogasawara)_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Nishinoshima (Ogasawara)_plan.json,Nishinoshima (Ogasawara),method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,4.0,3.67,"The prose is mostly clear and natural with minor awkward phrasing, the section structure is relevant but lacks a lead and some standard headings, and the content generally flows logically with limited repetition.",,success,11.3166,10.8959,,success,3.0,4.0,5.0,4.0,4.0,,,,,success,0.0625,0.0312,0.9375,16,15,32,1,,success,0.34,1.0,5.0,,,3,0,0,16,32,28,4,1,0.875,success,3,20,0,,1.0,6.6667,success,3,1,0.3333,0.3333,1,2,Etymology; Geology,0,,0,success,1.0,Etymology; Geology; Ecology,,,Nishinoshima_Ogasawara_eval.csv
2026-05-05T00:43:20,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Surtsey_20260503_210618.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Surtsey.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Surtsey_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Surtsey_plan.json,Surtsey,method0,False,False,available_but_not_used_by_generation,available_for_alignment_only,success,5.0,4.0,4.0,4.33,"The prose is clear and polished with appropriate sections, though the lack of an introductory lead and some repeated points about research value and colonization slightly weaken the overall structure and flow.",,success,11.8649,11.4418,,success,3.0,4.0,5.0,4.0,4.0,,,,,success,0.0,0.0,0.0,39,0,0,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,5,0,0,39,0,0,0,0,,success,4,19,1,Biology,0.75,4.75,success,4,6,1.0,1.5,3,1,Geology,1,Biology,0,success,0.5,Geology; Biology,Recent development; Human impact,Geography; Climate; History,Surtsey_eval.csv
2026-05-05T00:43:38,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Surtsey_20260503_210618.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Surtsey.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Surtsey_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Surtsey_plan.json,Surtsey,method1,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,3.0,3.33,"The prose is clear and readable, but the article lacks a lead section and has some overlap and repetition between the scientific significance and ecology sections.",,success,8.4969,6.4844,,success,3.0,4.0,5.0,4.0,4.0,,,,,success,0.0,0.0,1.0,5,5,32,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,5,0,0,5,32,15,17,5,0.4688,success,4,19,1,Biology,0.75,4.75,success,4,6,1.0,1.5,3,1,Geology,1,Biology,0,success,0.5,Geology; Biology,Recent development; Human impact,Geography; History; Protected status; Scientific significance,Surtsey_eval.csv
2026-05-05T00:43:59,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Surtsey_20260503_210618.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Surtsey.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Surtsey_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Surtsey_plan.json,Surtsey,method2,True,False,used_by_generation,available_for_alignment_only,success,3.0,3.0,3.0,3.0,"Most prose is clear and readable, but the article lacks a lead, has an inappropriate placeholder/apology in the Biology section, and the section order and flow are somewhat uneven.",,success,8.3687,7.4249,,success,2.0,3.0,3.0,3.0,2.75,,,,,success,0.0,0.0,0.6,5,3,25,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,4,0,1,5,25,20,5,2,0.8,success,4,19,1,Biology,0.75,4.75,success,4,6,1.0,1.5,3,1,Geology,1,Biology,0,success,1.0,Geology; Recent development; Biology; Human impact,,,Surtsey_eval.csv
2026-05-05T00:44:25,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Surtsey_20260503_210618.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Surtsey.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Surtsey_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Surtsey_plan.json,Surtsey,method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is mostly clear and readable, but the article lacks a lead, has an uneven 'Recent development' section, and repeats similar points about research value and natural-laboratory status.",,success,10.0213,10.4704,,success,3.0,4.0,5.0,4.0,4.0,,,,,success,0.1429,0.1053,0.8571,7,6,38,4,,success,0.5462,6.0,13.0,,,4,0,0,7,38,35,3,2,0.9211,success,4,19,1,Biology,0.75,4.75,success,4,6,1.0,1.5,3,1,Geology,1,Biology,0,success,1.0,Geology; Recent development; Biology; Human impact,,,Surtsey_eval.csv
2026-05-05T00:45:34,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Tromelin_20260504_151613.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Tromelin.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Tromelin_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Tromelin Island_plan.json,Tromelin Island,method0,False,False,available_but_not_used_by_generation,available_for_alignment_only,success,4.0,4.0,4.0,4.0,"The prose is clear and readable with appropriate sections and logical flow, though it lacks a lead section and has some repetition around administration and scientific presence.",,success,15.4941,15.0624,,success,4.0,3.0,5.0,4.0,4.0,,,,,success,0.0,0.0,0.0,54,0,0,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,7,0,0,54,0,0,0,0,,success,5,22,0,,1.0,4.4,success,5,6,0.6,1.2,3,2,Etymology; Description,0,,0,success,0.6,Etymology; History; Climate,Description; Fauna and flora,Geography; Administration; Archaeology and historical research,Tromelin_eval.csv
2026-05-05T00:45:55,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Tromelin_20260504_151613.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Tromelin.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Tromelin_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Tromelin Island_plan.json,Tromelin Island,method1,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly natural, with appropriate but somewhat incomplete Wikipedia-style structure due to the lack of a lead and minor overlap between sections.",,success,9.0492,6.8281,,success,2.0,2.0,5.0,4.0,3.25,,,,,success,0.0,0.0,1.0,7,7,22,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,7,0,0,7,22,13,9,4,0.5909,success,5,22,0,,1.0,4.4,success,5,6,0.6,1.2,3,2,Etymology; Description,0,,0,success,0.4,History; Climate,Etymology; Description; Fauna and flora,Geography; Administration and sovereignty; Wildlife and conservation; Avifauna; Human use,Tromelin_eval.csv
2026-05-05T00:46:16,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Tromelin_20260504_151613.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Tromelin.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Tromelin_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Tromelin Island_plan.json,Tromelin Island,method2,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly natural, but the article lacks a lead section and has some uneven section coverage, with generally logical flow despite minor repetition.",,success,13.644,14.2739,,success,3.0,3.0,5.0,4.0,3.75,,,,,success,0.0,0.0,0.9286,14,13,48,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,5,0,0,14,48,41,7,3,0.8542,success,5,22,0,,1.0,4.4,success,5,6,0.6,1.2,3,2,Etymology; Description,0,,0,success,1.0,Etymology; Description; Fauna and flora; History; Climate,,,Tromelin_eval.csv
2026-05-05T00:46:58,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Tromelin_20260504_151613.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Tromelin.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Tromelin_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Tromelin Island_plan.json,Tromelin Island,method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,4.0,3.67,"The prose is clear and readable with appropriate sections, but the article lacks a lead and has some repetition between the description, ecology, and history sections.",,success,14.1234,15.3902,,success,3.0,3.0,5.0,4.0,3.75,,,,,success,0.0,0.0,0.8333,6,5,49,0,,success,0.5073,6.0,8.0,,,5,0,0,6,49,48,1,1,0.9796,success,5,22,0,,1.0,4.4,success,5,6,0.6,1.2,3,2,Etymology; Description,0,,0,success,1.0,Etymology; Description; Fauna and flora; History; Climate,,,Tromelin_eval.csv
